Trap ID;Daughter;Cell cycle time (min)
389;16;77
389;17;76
389;18;94
389;19;93
389;20;145
399;0;
399;1;85
399;2;85
399;3;85
399;4;85
399;5;77
399;6;76
399;7;77
399;8;76
399;9;94
399;10;93
399;11;136
399;12;162
399;13;459
401;0;
401;1;85
401;2;85
401;3;85
401;4;85
401;5;85
401;6;85
401;7;94
401;8;85
401;9;93
401;10;128
401;11;110
401;12;94
401;13;102
401;14;102
401;15;102
401;16;93
401;17;94
401;18;93
401;19;85
401;20;94
401;21;102
401;22;102
401;23;110
401;24;128
401;25;170
401;26;110
401;27;145
401;28;144
401;29;230
401;30;467
403;0;
403;1;86
403;2;76
403;3;77
403;4;76
403;5;77
403;6;76
403;7;77
403;8;85
403;9;85
403;10;85
403;11;85
403;12;93
403;13;94
403;14;93
403;15;102
403;16;102
403;17;136
403;18;153
403;19;425
403;20;366
403;21;790
403;22;714
404;0;
404;1;85
404;2;77
404;3;77
404;4;76
404;5;77
404;6;76
404;7;77
404;8;76
404;9;111
404;10;136
404;11;195
404;12;383
406;0;
406;1;85
406;2;94
406;3;85
406;4;85
406;5;85
406;6;85
406;7;102
406;8;93
406;9;102
406;10;102
406;11;85
406;12;85
406;13;94
406;14;102
406;15;110
406;16;102
406;17;102
406;18;111
406;19;119
406;20;110
406;21;119
406;22;145
406;23;127
406;24;145
406;25;688
406;26;425
407;0;
407;1;94
407;2;85
407;3;77
407;4;85
407;5;76
407;6;77
407;7;76
407;8;68
407;9;77
407;10;76
407;11;77
407;12;76
407;13;162
407;14;76
407;15;77
407;16;85
407;17;102
407;18;93
407;19;94
407;20;93
407;21;85
407;22;94
407;23;85
407;24;85
407;25;93
407;26;94
407;27;93
407;28;94
407;29;102
407;30;102
407;31;144
407;32;111
407;33;144
407;34;170
407;35;391
409;0;
409;1;93
409;2;77
409;3;76
409;4;77
409;5;76
409;6;77
409;7;161
409;8;-93
409;9;161
409;10;68
409;11;77
409;12;76
409;13;85
409;14;77
409;15;85
409;16;85
409;17;110
409;18;119
409;19;94
409;20;102
409;21;102
409;22;127
409;23;128
409;24;127
409;25;196
411;0;
411;1;85
411;2;76
411;3;68
411;4;77
411;5;76
411;6;85
411;7;85
411;8;94
411;9;76
411;10;77
411;11;85
411;12;85
411;13;110
411;14;119
411;15;187
411;16;434
411;17;595
411;18;637
413;0;
413;1;85
413;2;85
413;3;94
413;4;93
413;5;94
413;6;85
413;7;127
413;8;162
413;9;595
415;0;
415;1;86
415;2;85
415;3;76
415;4;85
415;5;85
415;6;77
415;7;76
415;8;77
415;9;93
415;10;77
415;11;93
415;12;77
415;13;93
415;14;94
415;15;102
415;16;102
415;17;102
415;18;187
415;19;289
415;20;399
415;21;391
415;22;442
415;23;451
415;24;382
417;0;
417;1;86
417;2;85
417;3;76
417;4;68
417;5;77
417;6;76
417;7;85
417;8;85
417;9;85
417;10;94
417;11;102
417;12;93
417;13;119
417;14;111
417;15;110
417;16;119
417;17;145
417;18;136
417;19;289
417;20;93
417;21;170
417;22;340
418;0;
418;1;94
418;2;76
418;3;77
418;4;76
418;5;77
418;6;76
418;7;77
418;8;76
418;9;77
418;10;85
418;11;93
418;12;77
418;13;93
418;14;102
418;15;94
418;16;102
418;17;85
418;18;102
418;19;102
418;20;102
418;21;110
418;22;102
418;23;94
418;24;127
418;25;102
418;26;128
418;27;170
420;0;
420;1;76
420;2;77
420;3;76
420;4;85
420;5;85
420;6;85
420;7;85
420;8;94
420;9;85
420;10;93
420;11;102
420;12;102
420;13;102
420;14;102
420;15;289
422;0;
422;1;76
422;2;94
422;3;93
422;4;102
422;5;102
422;6;94
422;7;119
422;8;127
422;9;111
422;10;110
422;11;136
422;12;102
422;13;102
422;14;102
422;15;85
422;16;102
422;17;102
422;18;111
422;19;221
422;20;204
422;21;722
422;22;774
424;0;
424;1;86
424;2;85
424;3;85
424;4;85
424;5;85
424;6;85
424;7;93
424;8;102
424;9;94
424;10;85
424;11;93
424;12;94
424;13;85
424;14;85
424;15;127
424;16;102
424;17;85
424;18;77
424;19;85
424;20;85
424;21;85
424;22;85
424;23;76
424;24;102
424;25;85
424;26;94
424;27;93
424;28;94
424;29;102
424;30;93
424;31;94
424;32;93
424;33;102
424;34;111
426;0;
426;1;76
426;2;77
426;3;68
426;4;76
426;5;77
426;6;76
426;7;85
426;8;85
426;9;85
426;10;85
426;11;94
426;12;102
426;13;119
426;14;170
426;15;161
426;16;255
427;0;
427;1;93
427;2;94
427;3;85
427;4;102
427;5;93
427;6;85
427;7;102
427;8;94
427;9;85
427;10;102
427;11;93
427;12;136
427;13;119
427;14;136
427;15;153
427;16;230
427;17;187
427;18;306
431;0;
431;1;111
431;2;102
431;3;93
431;4;102
431;5;111
431;6;93
431;7;94
431;8;102
431;9;93
431;10;85
431;11;77
431;12;102
431;13;93
431;14;111
431;15;119
431;16;110
431;17;102
431;18;221
431;19;77
431;20;93
431;21;94
431;22;85
431;23;85
431;24;110
431;25;119
431;26;561
433;0;
433;1;86
433;2;85
433;3;76
433;4;85
433;5;85
433;6;85
433;7;77
433;8;76
433;9;77
433;10;76
433;11;77
433;12;85
433;13;93
433;14;94
433;15;76
433;16;94
433;17;85
433;18;102
433;19;102
433;20;119
433;21;136
433;22;161
433;23;264
433;24;527
433;25;595
433;26;382
438;0;
438;1;93
438;2;94
438;3;93
438;4;85
438;5;85
438;6;77
438;7;110
438;8;179
438;10;144
438;11;289
438;12;238
438;13;204
438;14;187
438;15;187
438;16;204
438;17;128
438;18;204
438;19;204
438;20;433
438;21;187
438;22;357
438;23;332
439;0;
439;1;85
439;2;77
439;3;76
439;4;77
439;5;76
439;6;77
439;7;85
439;8;127
439;9;153
439;10;162
439;11;569
448;0;
448;1;85
448;2;93
448;3;94
448;4;85
448;5;85
448;6;85
448;7;85
448;8;76
448;9;77
448;10;144
448;11;315
449;0;
449;1;76
449;2;85
449;3;77
449;4;68
449;5;76
449;6;85
449;7;68
449;8;85
449;9;85
449;10;77
449;11;76
449;12;77
449;13;93
449;14;85
449;15;102
449;16;94
449;17;102
449;18;119
449;19;127
449;20;179
452;0;
452;1;93
452;2;94
452;3;93
452;4;85
452;5;85
452;6;85
452;7;85
452;8;94
452;9;76
452;10;85
452;11;94
452;12;85
452;13;136
452;14;416
452;15;748
453;0;
453;1;77
453;2;76
453;3;68
453;4;60
453;5;68
453;6;76
453;7;77
453;8;76
453;9;85
453;10;68
453;11;94
453;12;85
453;13;110
453;14;128
453;15;289
453;16;374
456;0;
456;1;86
456;2;85
456;3;93
456;4;94
456;5;93
456;6;230
456;7;425
456;8;348
460;0;
460;1;86
460;2;76
460;3;77
460;4;76
460;5;77
460;6;76
460;7;77
460;8;76
460;9;136
460;10;102
460;11;102
460;12;204
460;13;655
460;14;986
463;0;
463;1;85
463;2;85
463;3;102
463;4;102
463;5;93
463;6;85
463;7;85
463;8;77
463;9;93
463;10;145
463;11;110
463;12;128
463;13;246
463;14;349
463;15;544
464;0;
464;1;85
464;2;85
464;3;77
464;4;76
464;5;68
464;6;77
464;7;76
464;8;77
464;9;76
464;10;94
464;11;93
464;12;85
464;13;85
464;14;85
464;15;128
464;16;255
465;0;
465;1;94
465;2;93
465;3;94
465;4;102
465;5;93
465;6;94
465;7;93
465;8;102
465;9;102
465;10;111
465;11;119
465;12;161
465;13;145
465;14;229
465;15;757
466;0;
466;1;85
466;2;85
466;3;68
466;4;77
466;5;85
466;6;85
466;7;93
466;8;85
466;9;77
466;10;85
466;11;76
466;12;77
466;13;76
466;14;77
466;15;102
466;16;76
466;17;111
466;18;93
466;19;102
466;20;94
466;21;76
466;22;77
466;23;85
466;24;85
466;25;85
466;26;102
466;27;102
466;28;110
466;29;111
466;30;127
466;31;204
468;0;
468;1;86
468;2;85
468;3;76
468;4;77
468;5;76
468;6;85
468;7;77
468;8;76
468;9;85
468;10;85
468;11;102
468;12;85
468;13;102
468;14;94
468;15;110
468;16;102
468;17;136
468;18;170
468;19;162
468;20;161
469;0;
469;1;86
469;2;85
469;3;85
469;4;76
469;5;85
469;6;77
469;7;85
469;8;85
469;9;85
469;10;127
469;11;136
469;12;366
469;13;2210
472;0;
472;1;85
472;2;85
472;3;93
472;4;102
472;5;111
472;6;110
472;7;102
472;8;119
472;9;85
472;10;102
472;11;102
472;12;102
472;13;102
472;14;102
472;15;85
472;16;85
472;17;94
472;18;127
472;19;187
474;0;
474;1;85
474;2;85
474;3;85
474;4;94
474;5;85
474;6;85
474;7;85
474;8;85
474;9;85
474;10;76
474;11;85
474;12;94
474;13;93
474;14;85
474;15;94
474;16;93
474;17;94
474;18;110
474;19;111
474;20;178
474;21;425
475;0;
475;1;111
475;2;93
475;3;85
475;4;85
475;5;85
475;6;94
475;7;102
475;8;93
475;9;94
475;10;102
475;11;93
475;12;102
475;13;111
475;14;136
475;15;127
475;16;136
475;17;136
475;18;323
476;0;
476;1;85
476;2;93
476;3;77
476;4;93
476;5;85
476;6;85
476;7;85
476;8;94
476;9;85
476;10;85
476;11;76
476;12;85
476;13;77
476;14;85
476;15;85
476;16;85
476;17;85
476;18;85
476;19;85
476;20;76
476;21;85
476;22;77
476;23;85
476;24;85
476;25;85
476;26;93
476;27;111
476;28;102
476;29;93
476;30;102
476;31;102
476;32;94
476;33;102
476;34;85
476;35;110
476;36;136
476;37;536
479;0;
479;1;77
479;2;85
479;3;85
479;4;85
479;5;76
479;6;77
479;7;85
479;8;76
479;9;85
479;10;85
479;11;85
479;12;85
479;13;102
479;14;94
479;15;102
479;16;85
479;17;110
479;18;136
479;19;162
481;0;
481;1;86
481;2;68
481;3;68
481;4;76
481;5;77
481;6;76
481;7;77
481;8;76
481;9;102
481;10;145
481;11;195
481;12;383
484;0;
484;1;76
484;2;77
484;3;85
484;4;77
484;5;85
484;6;85
484;7;93
484;8;119
484;9;136
484;10;859
484;11;1147
487;0;
487;1;85
487;2;68
487;3;94
487;4;93
487;5;128
487;6;187
487;7;671
488;0;
488;1;86
488;2;68
488;3;76
488;4;68
488;5;68
488;6;77
488;7;76
488;8;77
488;9;85
488;10;85
488;11;187
488;12;901
488;13;374
491;0;
491;1;76
491;2;77
491;3;85
491;4;85
491;5;85
491;6;85
491;7;93
491;8;128
491;9;255
491;10;1028
492;0;
492;1;94
492;2;76
492;3;77
492;4;76
492;5;77
492;6;76
492;7;85
492;8;94
492;9;127
492;10;153
492;11;204
492;12;340
492;13;544
496;0;
496;1;102
496;2;77
496;3;76
496;4;94
496;5;85
496;6;85
496;7;85
496;8;85
496;9;85
496;10;144
496;11;213
496;12;161
496;13;264
498;0;
498;1;85
498;2;85
498;3;94
498;4;76
498;5;85
498;6;94
498;7;102
498;8;93
498;9;94
498;10;102
498;11;93
498;12;102
498;13;102
498;14;128
498;15;85
498;16;102
498;17;102
498;18;102
498;19;110
498;20;119
498;21;153
498;22;247
498;23;289
557;0;
557;1;77
557;2;76
557;3;77
557;4;85
557;5;85
557;6;76
557;7;85
557;8;85
557;9;60
557;10;68
557;11;76
557;12;85
557;13;60
557;14;127
557;15;77
557;16;76
557;17;94
557;18;85
557;19;85
557;20;85
557;21;93
557;22;77
557;23;110
557;24;111
557;25;136
557;26;136
558;0;
558;1;68
558;2;68
558;3;68
558;4;59
558;5;77
558;6;76
558;7;60
558;8;76
558;9;77
558;10;76
558;11;77
558;12;85
558;13;85
558;14;102
558;15;255
559;0;
559;1;85
559;2;76
559;3;68
559;4;68
559;5;85
559;6;94
559;7;68
559;8;76
559;9;85
559;10;77
559;11;76
559;12;85
559;13;77
559;14;102
559;15;110
559;16;247
559;17;187
559;18;357
560;0;
560;1;76
560;2;77
560;3;76
560;4;94
560;5;68
560;6;85
560;7;102
560;8;102
560;9;136
560;10;119
560;11;170
560;12;408
560;13;1045
560;14;1369
563;0;
563;1;102
563;2;85
563;3;77
563;4;76
563;5;68
563;6;85
563;7;77
563;8;85
563;9;85
563;10;85
563;11;102
563;12;110
563;13;145
565;0;
565;1;85
565;2;68
565;3;68
565;4;76
565;5;77
565;6;93
565;7;145
565;8;93
565;9;85
565;10;102
565;11;153
565;12;323
565;13;544
572;0;
572;1;86
572;2;68
572;3;68
572;4;68
572;5;68
572;6;68
572;7;68
572;8;68
572;9;68
572;10;68
572;11;85
572;12;93
572;13;85
572;14;85
572;15;102
572;16;119
572;17;187
572;18;663
572;19;1377
575;0;
575;1;68
575;2;68
575;3;85
575;4;68
575;5;77
575;6;76
575;7;85
575;8;94
575;9;93
575;10;170
575;11;196
575;12;229
575;13;400
577;0;
577;1;85
577;2;77
577;3;68
577;4;76
577;5;94
577;6;76
577;7;85
577;8;102
577;9;111
577;10;289
579;0;
579;1;85
579;2;85
579;3;102
579;4;68
579;5;85
579;6;85
579;7;76
579;8;94
579;9;93
579;10;85
579;11;94
579;12;136
579;13;93
579;14;196
579;15;85
579;16;144
579;17;196
579;18;229
579;19;1190
579;20;510
579;21;442
579;22;315
579;23;280
583;0;
583;1;77
583;2;76
583;3;68
583;4;119
583;5;94
583;6;59
583;7;119
583;8;60
583;9;93
588;0;
588;1;94
588;2;68
588;3;77
588;4;85
588;5;76
588;6;77
588;7;76
588;8;85
588;9;85
588;10;94
588;11;93
588;12;111
588;13;85
588;14;110
588;15;272
592;0;
592;1;527
593;0;
593;1;94
593;2;68
593;3;85
593;4;94
593;5;119
593;6;110
593;7;170
593;8;289
595;0;
595;1;93
595;2;102
595;3;102
595;4;94
595;5;85
595;6;93
595;7;85
595;8;85
595;9;94
595;10;93
595;11;85
595;12;85
595;13;85
595;14;111
595;15;119
595;16;127
595;17;145
595;18;153
595;19;170
595;20;340
600;0;
600;1;68
600;2;111
600;3;127
600;4;85
600;5;77
600;6;93
600;7;85
600;8;85
600;9;85
600;10;85
600;11;85
600;12;136
600;13;85
600;14;94
600;15;85
600;16;93
600;17;85
600;18;111
600;19;102
600;20;110
600;21;111
600;22;34
600;23;161
600;24;187
603;0;
603;1;85
603;2;94
603;3;68
603;4;59
603;5;68
603;6;94
603;7;59
603;8;85
603;9;85
603;10;85
603;11;77
603;12;85
603;13;85
603;14;76
603;15;85
603;16;77
603;17;76
603;18;111
603;19;110
603;20;162
603;21;289
603;22;1190
655;0;
655;1;86
655;2;68
655;3;102
655;4;93
655;5;119
655;6;170
655;7;145
655;8;416
656;0;
656;1;68
656;2;85
656;3;68
656;4;85
656;5;85
656;6;85
656;7;136
656;8;315
656;9;858
662;0;
662;1;85
662;2;93
662;3;77
662;4;76
662;5;68
662;6;68
662;7;85
662;8;60
662;9;102
662;10;85
662;11;85
662;12;110
662;13;102
662;14;145
662;15;365
662;16;621
662;17;357
662;18;1028
663;0;
663;1;76
663;2;77
663;3;102
663;4;76
663;5;85
663;6;85
663;7;102
663;8;85
663;9;85
664;0;
664;1;86
664;2;85
664;3;136
664;4;212
666;0;
666;1;68
666;2;60
666;3;76
666;4;85
666;5;85
666;6;94
666;7;68
666;8;68
666;9;85
666;10;85
666;11;68
666;12;85
666;13;68
666;14;102
666;15;93
666;16;77
666;17;102
666;18;102
666;19;93
666;20;128
666;21;153
666;22;170
666;23;459
667;0;
667;1;68
667;2;60
667;3;68
667;4;93
667;5;68
667;6;94
667;7;68
667;8;119
667;9;102
667;10;204
670;0;
670;1;86
670;2;76
670;3;68
670;4;77
670;5;85
670;6;85
670;7;85
670;8;59
670;9;77
670;10;85
670;11;76
670;12;77
670;13;85
670;14;93
670;15;85
670;16;102
670;17;111
670;18;93
670;19;111
670;20;119
670;21;25
670;22;111
670;23;178
670;24;408
670;25;230
671;0;
671;1;86
671;2;85
671;3;85
671;4;68
671;5;85
671;6;85
671;7;85
671;8;85
671;9;85
671;10;93
671;11;102
671;12;102
671;13;187
671;14;162
671;15;110
674;0;
674;1;68
674;2;60
674;3;76
674;4;77
674;5;76
674;6;94
674;7;110
674;8;111
674;9;187
674;10;212
674;11;230
682;0;
682;1;94
682;2;76
682;3;77
682;4;85
682;5;85
682;6;68
682;7;93
682;8;85
682;9;102
682;10;94
682;11;102
682;12;127
682;13;119
682;14;128
682;15;85
682;16;221
693;0;
693;1;76
693;2;77
693;3;68
693;4;68
693;5;93
693;6;85
693;7;111
693;8;127
693;9;196
