No escape,Age-independant escape,Age-dependant escape
1.0,1.0,1.0
0.9984992496248124,0.9979543129901125,0.9969553450608931
0.9938302484575621,0.993181043300375,0.9881596752368065
0.9868267467066867,0.9880668257756563,0.9742895805142084
0.975821243955311,0.9771564950562563,0.9556833558863329
0.9664832416208105,0.9659052165018752,0.9387686062246279
0.9543104885776221,0.9543129901125128,0.9161028416779432
0.935634483908621,0.9369246505284692,0.8846414073071719
0.918625979656495,0.9178315717695192,0.8569012178619756
0.8956144739036185,0.8946471189907944,0.8193504736129905
0.871935967983992,0.8745311967269008,0.7828146143437077
0.8500917125229281,0.8544152744630071,0.7493234100135318
0.8254127063531765,0.8305489260143198,0.7134641407307172
0.7955644488911122,0.799181725196045,0.6708389715832206
0.7660496915124229,0.7691783157176952,0.6292286874154263
0.7402034350508587,0.7419024889191954,0.591339648173207
0.7078539269634817,0.7105352881009206,0.5476995940460081
0.6773386693346674,0.6798499829526082,0.5104871447902571
0.6464899116224779,0.6525741561541084,0.4712449255751015
0.6178089044522261,0.6263211728605523,0.43504736129905275
0.5916291479072869,0.6048414592567337,0.401894451962111
0.5624478906119726,0.572110467098534,0.36907983761840324
0.5290978822744705,0.5386975792703717,0.33525033829499323
0.5007503751875938,0.5124445959768156,0.30412719891745604
0.47190261797565447,0.485509717013297,0.2719891745602165
0.44222111055527763,0.45414251619502216,0.2445872801082544
0.4122061030515258,0.4231162632117286,0.2178619756427605
0.38452559613139903,0.39481759290828505,0.19215155615696888
0.35917958979489745,0.3747016706443914,0.16880920162381596
0.33016508254127064,0.3457211046709853,0.14580514208389717
0.30481907620476906,0.3221957040572792,0.12686062246278756
0.2801400700350175,0.29662461643368565,0.10351826792963464
0.2572953143238286,0.2713944766450733,0.08863328822733424
0.23728530932132733,0.2529832935560859,0.07510148849797023
0.21727530431882608,0.22979884077736107,0.06461434370771313
0.20210105052526264,0.21547903170814867,0.05514208389715832
0.18409204602301152,0.19604500511421752,0.04296346414073072
0.1660830415207604,0.17831571769519264,0.03349120433017591
0.1472402868100717,0.15922263893624275,0.026048714479025712
0.1328997832249458,0.14285714285714285,0.018267929634641408
0.11805902951475739,0.12512785543811797,0.013193504736129905
0.1088877772219443,0.11489942038868053,0.011840324763193504
0.10021677505419377,0.10671667234913058,0.009472259810554804
0.08987827246956812,0.0968291851346744,0.007104194857916103
0.08204102051025512,0.09273781111489943,0.005412719891745603
0.0737035184258796,0.08455506307534948,0.0033829499323410014
0.06636651659162915,0.07500852369587453,0.0020297699594046007
0.060530265132566284,0.06818956699624958,0.0010148849797023004
0.05319326329831583,0.05864302761677463,0.0006765899864682003
0.04719026179756545,0.05284691442209342,0.0
0.041687510421877606,0.045687009887487216,0.0
0.035684508921127234,0.03886805318786226,0.0
0.031015507753876938,0.03409478349812479,0.0
0.026513256628314157,0.029321513808387316,0.0
0.023178255794563948,0.024548244118649847,0.0
0.01950975487743872,0.019774974428912375,0.0
0.01617475404368851,0.015342652574156155,0.0
0.013840253460063364,0.013296965564268667,0.0
0.01200600300150075,0.01125127855438118,0.0
0.010672002668000667,0.00954653937947494,0.0
0.009171252292813074,0.007500852369587453,0.0
0.00783725195931299,0.005796113194681214,0.0
0.007003501750875438,0.005114217524718718,0.0
0.006169751542437886,0.00477326968973747,0.0
0.005336001334000333,0.004091374019774974,0.0
0.0050025012506253125,0.004091374019774974,0.0
0.00400200100050025,0.003068530514831231,0.0
0.003168250792062698,0.002045687009887487,0.0
0.002334500583625146,0.002045687009887487,0.0
0.002001000500250125,0.0017047391749062393,0.0
0.0016675004168751042,0.0013637913399249914,0.0
0.0013340003335000834,0.0010228435049437436,0.0
0.0013340003335000834,0.0010228435049437436,0.0
0.001167250291812573,0.0010228435049437436,0.0
0.0008337502084375521,0.0010228435049437436,0.0
0.0005002501250625312,0.0006818956699624957,0.0
0.00033350008337502084,0.0006818956699624957,0.0
0.00033350008337502084,0.0006818956699624957,0.0
0.00016675004168751042,0.00034094783498124785,0.0
0.00016675004168751042,0.00034094783498124785,0.0
0.00016675004168751042,0.00034094783498124785,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
